26 128
1113 0.380782 -0.367312 1.01722 -0.262383 0.0180885 -0.0446857 0.0369129 -0.1857 -0.12994 -0.00855351 -0.165586 -0.333243 -0.0717265 0.0103214 0.345766 -0.00533904 -0.301508 0.170433 -0.100789 -0.0151562 0.177342 -0.0359547 -0.21069 0.235207 0.361502 0.13932 -0.0745192 0.0788563 0.0321248 0.0251556 0.039445 -0.077802 -0.021369 0.0392665 0.223154 0.103316 -0.067598 0.0239894 -0.171249 -0.302682 0.217425 -0.115193 -0.222044 0.0871882 -0.0943021 0.143812 0.0336306 0.0372406 -0.538259 0.17707 0.202055 -0.0648926 0.102664 -0.0588428 -0.168529 -0.178703 -0.636928 0.0552421 0.0300168 -0.201341 0.0575647 0.0201518 0.0449169 0.168845 0.191651 0.0978039 -0.357817 0.168983 -0.431574 -0.0576299 0.179851 -0.0299319 0.0399045 0.0214611 0.263256 -0.0518482 0.335239 -0.0498049 0.320061 0.341927 -0.0550875 -0.173348 0.0921311 -0.569511 -0.483076 0.116372 0.201773 -0.0735948 -0.0497657 0.18849 -0.462903 0.0515237 0.00139197 -0.383808 0.0206809 -0.209119 0.0210829 0.125905 -0.152428 -0.341721 -0.298727 0.0811622 0.067804 -0.221982 0.141838 -0.188102 0.0819547 -0.208167 0.158058 0.193654 0.187119 0.0967372 0.100838 -0.433678 -0.299091 -0.161557 0.167547 0.0111273 -0.442669 0.250192 -0.0323755 -0.00207087 0.0245352 0.161922 0.000207748 0.0581734 -0.0639941 0.398218
1111 0.408366 -0.394641 1.00983 -0.263372 0.0233849 -0.0635625 0.0450066 -0.210202 -0.18061 -0.0214068 -0.174281 -0.349493 -0.141643 0.0183928 0.394782 -0.00963531 -0.366156 0.203623 -0.100117 -0.0226146 0.263902 -0.0466573 -0.266754 0.294122 0.409645 0.162567 -0.0860302 0.091936 0.0415848 0.0335909 0.0513809 -0.124743 -0.036323 0.061508 0.201057 0.0932097 -0.0736714 0.0248308 -0.0814351 -0.149998 0.139877 -0.073877 -0.119275 0.0404926 -0.0595803 0.111638 0.0185374 0.0278132 -0.393005 0.133998 0.142536 -0.0461019 0.043698 -0.0180762 -0.0693919 -0.0687277 -0.318987 0.0313737 0.0258636 -0.132507 0.0362564 0.00647147 0.0349347 0.116988 0.146627 0.0848229 -0.275771 0.127372 -0.353473 -0.0419803 0.144098 -0.0198501 0.0331773 0.016997 0.290795 -0.0485445 0.475401 -0.0615424 0.387227 0.413541 -0.0595521 -0.192367 0.11159 -0.654567 -0.712044 0.163099 0.315328 -0.11338 -0.0687063 0.272139 -0.590845 0.0638346 0.00126506 -0.337518 0.0229012 -0.22695 0.0167274 0.118219 -0.139496 -0.306169 -0.324145 0.0931401 0.0626356 -0.197302 0.119934 -0.156749 0.0942798 -0.25344 0.165075 0.213134 0.226437 0.120673 0.108058 -0.461775 -0.354147 -0.187946 0.180468 0.0155373 -0.472675 0.272938 -0.038577 -0.00110402 0.0281331 0.193234 0.000969437 0.0710016 -0.0887275 0.57217
1120 0.354228 -0.337674 1.0332 -0.267158 0.0223778 -0.0560181 0.0423687 -0.192489 -0.160579 -0.0185864 -0.194216 -0.395498 -0.103384 0.0146738 0.422465 -0.0100021 -0.424521 0.231232 -0.115032 -0.0248711 0.20147 -0.0400752 -0.246488 0.275055 0.276053 0.109678 -0.0650096 0.0690724 0.0341705 0.0265251 0.0407169 -0.0939211 -0.0257037 0.0455288 0.222824 0.102129 -0.0744694 0.0201002 -0.159452 -0.281796 0.196028 -0.107952 -0.193264 0.0715982 -0.0976232 0.165679 0.0404706 0.0417894 -0.555386 0.17793 0.189083 -0.0569695 0.0951508 -0.0513865 -0.165835 -0.17592 -0.649878 0.0620444 0.0277777 -0.201083 0.0410233 0.00925196 0.0413941 0.140778 0.176682 0.0940064 -0.302398 0.132584 -0.405262 -0.0563555 0.144223 -0.0151976 0.0310921 0.015729 0.281902 -0.0510438 0.352911 -0.0465621 0.319661 0.343549 -0.0546716 -0.172921 0.0848334 -0.541842 -0.366415 0.0917464 0.159601 -0.0558424 -0.0380437 0.151926 -0.371463 0.0375636 0.00255127 -0.306171 0.0222281 -0.212328 0.0196756 0.110687 -0.132947 -0.297851 -0.293301 0.0814021 0.0466125 -0.15668 0.10287 -0.135774 0.0730196 -0.190148 0.170387 0.21807 0.239121 0.12505 0.130043 -0.566985 -0.375274 -0.20089 0.18781 0.0123441 -0.439032 0.251936 -0.0325403 -0.00413526 0.0275358 0.179143 0.00585733 0.0634406 -0.0878395 0.523376
1117 0.450608 -0.438024 0.990231 -0.246937 0.0289025 -0.0736885 0.0405687 -0.222376 -0.105502 -0.00388222 -0.148539 -0.306206 -0.130652 0.0142889 0.536356 -0.0142612 -0.46289 0.24135 -0.126204 -0.0152309 0.177091 -0.0347297 -0.193301 0.217953 0.429588 0.163812 -0.0834086 0.0897242 0.0302279 0.0213845 0.0385673 -0.087965 -0.0341504 0.0547153 0.23349 0.102124 -0.0649202 0.0163471 -0.10703 -0.193613 0.132057 -0.0683574 -0.135893 0.0491773 -0.0748241 0.110896 0.0233132 0.0280288 -0.440122 0.150741 0.190004 -0.0632201 0.0764344 -0.0353049 -0.0970373 -0.11178 -0.449846 0.0430624 0.0307375 -0.160458 0.0495708 0.0126491 0.0371962 0.129416 0.143432 0.0791974 -0.289433 0.138151 -0.302332 -0.0396911 0.117079 -0.0239124 0.0287056 0.0147668 0.171158 -0.0438715 0.282134 -0.040478 0.335047 0.358755 -0.0584771 -0.187127 0.0890046 -0.56036 -0.643813 0.157418 0.302593 -0.111094 -0.0607461 0.251533 -0.635356 0.0640358 -0.00157958 -0.406402 0.0154957 -0.195529 0.0165044 0.111805 -0.141446 -0.305969 -0.398651 0.108928 0.0933721 -0.30197 0.188185 -0.248914 0.100904 -0.270328 0.157921 0.194878 0.168168 0.0918616 0.0832836 -0.380461 -0.2859 -0.151435 0.152273 0.0168267 -0.468771 0.261705 -0.0330552 -0.00271934 0.0307393 0.202139 0.00756635 0.0724458 -0.0786721 0.460584
1123 0.354884 -0.348761 1.09166 -0.281948 0.022292 -0.0453863 0.0449997 -0.205448 -0.139361 -0.0173985 -0.153621 -0.307676 -0.0959722 0.0139577 0.381103 -0.00372451 -0.348118 0.184752 -0.0958002 -0.0110782 0.169611 -0.0339622 -0.212191 0.234415 0.349763 0.134133 -0.0768844 0.0836509 0.0295074 0.023195 0.0389065 -0.0878647 -0.0316437 0.0440865 0.239552 0.110016 -0.110079 0.0434512 -0.134888 -0.249841 0.204596 -0.10408 -0.183103 0.0676664 -0.0854268 0.132059 0.0278096 0.0328071 -0.545191 0.179536 0.210176 -0.0736021 0.0801834 -0.0430271 -0.123218 -0.132093 -0.474709 0.0459078 0.039424 -0.179431 0.0438782 0.0148301 0.0436421 0.156837 0.189677 0.107622 -0.375531 0.177905 -0.474272 -0.0641505 0.215398 -0.0381302 0.0421636 0.021693 0.281298 -0.0560873 0.348174 -0.0451554 0.311222 0.336735 -0.0413169 -0.146827 0.0996695 -0.571291 -0.571208 0.136801 0.231266 -0.0842929 -0.0663951 0.256477 -0.54338 0.0578313 0.00672302 -0.441465 0.0214106 -0.228379 0.0208446 0.137303 -0.194515 -0.422905 -0.344477 0.101758 0.0828795 -0.270395 0.172218 -0.235485 0.0969066 -0.241792 0.147411 0.186792 0.164006 0.0893496 0.0913755 -0.38623 -0.274592 -0.141085 0.168272 0.0162791 -0.484363 0.274429 -0.0403635 -0.00389689 0.0282242 0.195996 0.0015623 0.0688332 -0.0459036 0.329745
1119 0.384373 -0.373989 1.04618 -0.271812 0.0312863 -0.0799103 0.0569813 -0.287831 -0.194917 -0.0261308 -0.191402 -0.391951 -0.159617 0.0184443 0.50825 -0.00797773 -0.459312 0.250377 -0.128644 -0.0193232 0.277478 -0.0490398 -0.264275 0.286911 0.382633 0.15576 -0.0830978 0.0897128 0.0424488 0.0316217 0.0508499 -0.122013 -0.037021 0.0565719 0.228655 0.106574 -0.0947865 0.032209 -0.143489 -0.261026 0.19687 -0.104443 -0.175611 0.0668654 -0.0724345 0.124615 0.0214151 0.0363657 -0.449284 0.15075 0.173253 -0.0575376 0.078231 -0.0400321 -0.12055 -0.133403 -0.492502 0.0436389 0.0323377 -0.174609 0.0426043 0.010776 0.0392565 0.137199 0.153701 0.0895361 -0.274102 0.122337 -0.354952 -0.048308 0.150561 -0.0262101 0.028217 0.0143321 0.230542 -0.0460595 0.335005 -0.0472849 0.296628 0.314202 -0.0448453 -0.147322 0.084274 -0.49102 -0.446437 0.104129 0.200914 -0.0653458 -0.0570121 0.201507 -0.440647 0.0456911 0.000900828 -0.314271 0.0177844 -0.181803 0.0129095 0.0960764 -0.135429 -0.297414 -0.302764 0.0884136 0.059186 -0.206635 0.139151 -0.174826 0.0872609 -0.215424 0.159519 0.203163 0.216741 0.110792 0.100929 -0.450738 -0.295004 -0.153682 0.158984 0.0153578 -0.422433 0.239801 -0.0355728 -0.00365111 0.0216951 0.168417 -0.000998099 0.0740262 -0.0643891 0.417705
1128 0.403159 -0.398543 1.20533 -0.308477 0.0197505 -0.0793936 0.0532098 -0.270833 -0.175924 -0.0243519 -0.17794 -0.362447 -0.160753 0.0241266 0.453417 -0.0123935 -0.469998 0.251948 -0.143688 -0.0278602 0.261104 -0.0486536 -0.331477 0.374473 0.45918 0.180571 -0.0949056 0.102587 0.0490804 0.0392046 0.0756065 -0.168676 -0.0481859 0.068268 0.27034 0.118602 -0.111746 0.0418708 -0.151976 -0.272447 0.210474 -0.117439 -0.186612 0.0729884 -0.0961219 0.155516 0.026406 0.0389046 -0.574463 0.190995 0.203522 -0.0644527 0.0887937 -0.0375285 -0.107672 -0.110599 -0.481351 0.0465078 0.0258218 -0.150406 0.0345143 0.0101042 0.0315383 0.120348 0.170714 0.0992866 -0.270501 0.118758 -0.349272 -0.049033 0.121175 -0.0168833 0.0216218 0.0107178 0.192169 -0.0452513 0.229558 -0.0276608 0.255126 0.273874 -0.0500543 -0.143698 0.0838889 -0.506994 -0.339536 0.081701 0.210955 -0.0691839 -0.0555068 0.202553 -0.422459 0.0391412 0.00688033 -0.373677 0.0196874 -0.212436 0.0154523 0.1066 -0.139434 -0.299243 -0.263036 0.0682894 0.0538831 -0.183509 0.117519 -0.163694 0.0994075 -0.261716 0.207524 0.259406 0.243924 0.127974 0.112678 -0.477321 -0.337525 -0.180282 0.165653 0.0139309 -0.483534 0.274708 -0.038891 -0.00472322 0.0311147 0.183234 0.00659556 0.0790688 -0.102247 0.600379
1109 0.52109 -0.508316 1.13008 -0.29243 0.0258564 -0.0715294 0.0533453 -0.232149 -0.142594 -0.011607 -0.178143 -0.360241 -0.11795 0.0154824 0.431326 -0.0107967 -0.348024 0.187561 -0.0955882 -0.0148658 0.188828 -0.0363521 -0.182524 0.2066 0.43374 0.164577 -0.0892363 0.0958562 0.0357298 0.0247616 0.0512882 -0.108423 -0.0358471 0.0555241 0.324262 0.148941 -0.0729176 0.0301098 -0.177594 -0.322853 0.234735 -0.126562 -0.2274 0.0904292 -0.0709507 0.104187 0.0326058 0.0364277 -0.52651 0.17256 0.221567 -0.0744313 0.0726751 -0.0419836 -0.129299 -0.142959 -0.51557 0.0495064 0.039687 -0.220563 0.0468386 0.0149824 0.0405495 0.153388 0.167542 0.0938752 -0.309053 0.143093 -0.252742 -0.0361185 0.126905 -0.0194514 0.02903 0.0154458 0.203322 -0.043994 0.285589 -0.0365779 0.266499 0.275639 -0.0458794 -0.146707 0.092802 -0.575602 -0.61681 0.150393 0.2748 -0.100233 -0.0624284 0.24885 -0.680935 0.0750505 0.00322686 -0.423496 0.0173375 -0.215595 0.0215932 0.143072 -0.19212 -0.41765 -0.466168 0.133885 0.111578 -0.37024 0.243011 -0.316846 0.133989 -0.341673 0.150806 0.190911 0.239241 0.121175 0.120641 -0.513764 -0.377648 -0.20008 0.208024 0.0155504 -0.559523 0.3127 -0.0489776 -0.00265876 0.0285901 0.22637 0.00314672 0.0728829 -0.0735834 0.48187
1125 0.424731 -0.407996 1.1455 -0.301228 0.0279703 -0.0897193 0.0524028 -0.264603 -0.196678 -0.0266586 -0.202608 -0.411404 -0.113608 0.0137837 0.38777 -0.00946917 -0.390463 0.217321 -0.110897 -0.0253842 0.27143 -0.0467087 -0.277662 0.312913 0.412499 0.168752 -0.0831187 0.0897609 0.0443686 0.0419575 0.0566023 -0.133096 -0.0344319 0.0646796 0.229974 0.105351 -0.0847963 0.0310463 -0.156186 -0.274237 0.205656 -0.115592 -0.185691 0.0691015 -0.0890238 0.154167 0.0247013 0.0412447 -0.589537 0.196269 0.20841 -0.0601118 0.079829 -0.0357264 -0.109719 -0.11451 -0.46618 0.0440238 0.0207976 -0.156884 0.0333636 0.00418503 0.0317176 0.108339 0.132697 0.0776233 -0.234738 0.103126 -0.261707 -0.0300846 0.0905723 -0.00652099 0.013472 0.0160598 0.189698 -0.0344702 0.265737 -0.0332153 0.258087 0.269042 -0.0480784 -0.137207 0.0779491 -0.500311 -0.327892 0.0782183 0.17765 -0.0613316 -0.0356 0.146809 -0.366886 0.0378543 -0.00116208 -0.263849 0.0197353 -0.178015 0.0118186 0.0919006 -0.118738 -0.257218 -0.283675 0.0778548 0.0548349 -0.185292 0.124802 -0.157978 0.0846617 -0.215956 0.216642 0.275349 0.262187 0.137086 0.128924 -0.55195 -0.38685 -0.19995 0.127948 0.00915236 -0.349869 0.199738 -0.0261028 -0.00327684 0.0201605 0.150444 0.000255092 0.0695758 -0.083446 0.499243
1129 0.492433 -0.468703 1.01698 -0.266172 0.0288039 -0.068587 0.0460636 -0.195947 -0.194768 -0.0213463 -0.213215 -0.430007 -0.114532 0.016761 0.504042 -0.00150212 -0.455618 0.256102 -0.11787 -0.022019 0.246583 -0.049913 -0.260782 0.291878 0.382029 0.145174 -0.0838258 0.0892164 0.0616963 0.0466707 0.0876586 -0.186519 -0.0442208 0.0706673 0.360751 0.174579 -0.103425 0.0422017 -0.231878 -0.411645 0.298433 -0.157026 -0.261736 0.1006 -0.0861636 0.147887 0.048475 0.0491795 -0.719386 0.240247 0.252559 -0.0868029 0.0930732 -0.047077 -0.189685 -0.201552 -0.746556 0.066578 0.0442005 -0.282275 0.0363398 0.00978325 0.0338822 0.125358 0.151445 0.0737228 -0.283338 0.127474 -0.332354 -0.0412769 0.176921 -0.0229451 0.035377 0.0197444 0.313155 -0.0574652 0.339472 -0.0437032 0.225832 0.236167 -0.0468846 -0.132922 0.0796648 -0.483744 -0.392625 0.0953038 0.187171 -0.0676389 -0.0454068 0.185013 -0.482075 0.0496025 0.00170555 -0.357978 0.0230272 -0.214858 0.0304535 0.152358 -0.186955 -0.411017 -0.396063 0.113089 0.0805481 -0.268173 0.178498 -0.242205 0.0996036 -0.252995 0.110619 0.139483 0.229315 0.114945 0.123459 -0.5159 -0.331584 -0.18072 0.153679 0.0151496 -0.387134 0.217723 -0.0378382 -0.00265444 0.0220006 0.161244 -0.000882398 0.0743086 -0.0814639 0.484569
